,State,District,Crop,Season,Area (Hectare),TotalDistrictArea,TopTwoCropAreaPercent
0,Bihar, ARARIA,Moong(Green Gram),Kharif     ,1475.0,3405.0,0.4331864904552129
1,Bihar, ARARIA,Horse-gram,Kharif     ,1178.0,3405.0,0.3459618208516887
2,Bihar, ARWAL,Arhar/Tur,Kharif     ,442.0,919.0,0.4809575625680087
3,Bihar, ARWAL,Other Kharif pulses,Kharif     ,279.0,919.0,0.30359085963003263
4,Bihar, AURANGABAD,Arhar/Tur,Kharif     ,1490.0,1611.0,0.9248913718187461
5,Bihar, AURANGABAD,Other Kharif pulses,Kharif     ,113.0,1611.0,0.07014276846679081
6,Bihar, BANKA,Horse-gram,Kharif     ,783.0,2375.0,0.3296842105263158
7,Bihar, BANKA,Moong(Green Gram),Kharif     ,689.0,2375.0,0.29010526315789475
8,Bihar, BEGUSARAI,Urad,Kharif     ,953.0,2831.0,0.33663016601907453
9,Bihar, BEGUSARAI,Small millets,Kharif     ,702.0,2831.0,0.24796891557753445
10,Bihar, BHAGALPUR,Urad,Kharif     ,2522.0,4569.0,0.5519807397680018
11,Bihar, BHAGALPUR,Moong(Green Gram),Kharif     ,699.0,4569.0,0.15298752462245568
12,Bihar, BHOJPUR,Arhar/Tur,Kharif     ,1689.0,4554.0,0.3708827404479578
13,Bihar, BHOJPUR,Bajra,Kharif     ,1318.0,4554.0,0.2894158981115503
14,Bihar, BUXAR,Bajra,Kharif     ,2953.0,4346.0,0.6794753796594569
15,Bihar, BUXAR,Jowar,Kharif     ,1054.0,4346.0,0.24252185918085595
16,Bihar, DARBHANGA,Ragi,Kharif     ,630.0,1315.0,0.4790874524714829
17,Bihar, DARBHANGA,Arhar/Tur,Kharif     ,295.0,1315.0,0.22433460076045628
18,Bihar, GAYA,Other Kharif pulses,Kharif     ,1072.0,3886.0,0.27586206896551724
19,Bihar, GAYA,Arhar/Tur,Kharif     ,1057.0,3886.0,0.27200205867215643
20,Bihar, GOPALGANJ,Arhar/Tur,Kharif     ,529.0,1799.0,0.29405225125069484
21,Bihar, GOPALGANJ,Small millets,Kharif     ,453.0,1799.0,0.2518065591995553
22,Bihar, JAMUI,Horse-gram,Kharif     ,626.0,1297.0,0.4826522744795682
23,Bihar, JAMUI,Other Kharif pulses,Kharif     ,546.0,1297.0,0.4209714726291442
24,Bihar, JEHANABAD,Ragi,Kharif     ,197.0,805.0,0.24472049689440994
25,Bihar, JEHANABAD,Moong(Green Gram),Kharif     ,176.0,805.0,0.2186335403726708
26,Bihar, KAIMUR BHABUA,Arhar/Tur,Kharif     ,1533.0,1566.0,0.9789272030651341
27,Bihar, KAIMUR BHABUA,Urad,Kharif     ,13.0,1566.0,0.008301404853128991
28,Bihar, KATIHAR,Urad,Kharif     ,3074.0,6102.0,0.5037692559816453
29,Bihar, KATIHAR,Small millets,Kharif     ,2171.0,6102.0,0.3557849885283514
30,Bihar, KHAGARIA,Urad,Kharif     ,2435.0,4246.0,0.5734809232218558
31,Bihar, KHAGARIA,Small millets,Kharif     ,891.0,4246.0,0.20984455958549222
32,Bihar, KISHANGANJ,Horse-gram,Kharif     ,565.0,1237.0,0.45675020210185935
33,Bihar, KISHANGANJ,Sesamum,Kharif     ,227.0,1237.0,0.18350848827809216
34,Bihar, LAKHISARAI,Arhar/Tur,Kharif     ,414.0,608.0,0.680921052631579
35,Bihar, LAKHISARAI,Other Kharif pulses,Kharif     ,190.0,608.0,0.3125
36,Bihar, MADHEPURA,Urad,Kharif     ,479.0,1335.0,0.3588014981273408
37,Bihar, MADHEPURA,Horse-gram,Kharif     ,325.0,1335.0,0.24344569288389514
38,Bihar, MADHUBANI,Ragi,Kharif     ,1755.0,3561.0,0.4928390901432182
