,State,District,Crop,Season,Area (Hectare),TotalDistrictArea,TopTwoCropAreaPercent
0,Bihar, ARARIA,Moong(Green Gram),Kharif     ,3817.0,5272.0,0.7240136570561456
1,Bihar, ARARIA,Horse-gram,Kharif     ,1087.0,5272.0,0.20618361153262518
2,Bihar, ARWAL,Arhar/Tur,Kharif     ,82.0,272.0,0.3014705882352941
3,Bihar, ARWAL,Moong(Green Gram),Kharif     ,51.0,272.0,0.1875
4,Bihar, AURANGABAD,Arhar/Tur,Kharif     ,1175.0,1359.0,0.8646063281824872
5,Bihar, AURANGABAD,Sugarcane,Whole Year ,132.0,1359.0,0.09713024282560706
6,Bihar, BANKA,Sugarcane,Whole Year ,2960.0,5155.0,0.574199806013579
7,Bihar, BANKA,Horse-gram,Kharif     ,753.0,5155.0,0.1460717749757517
8,Bihar, BEGUSARAI,Sugarcane,Whole Year ,2556.0,4638.0,0.5510996119016818
9,Bihar, BEGUSARAI,Urad,Kharif     ,885.0,4638.0,0.1908150064683053
10,Bihar, BHAGALPUR,Sugarcane,Whole Year ,5932.0,11344.0,0.5229196050775741
11,Bihar, BHAGALPUR,Urad,Kharif     ,2177.0,11344.0,0.19190761636107193
12,Bihar, BHOJPUR,Arhar/Tur,Kharif     ,1051.0,2784.0,0.37751436781609193
13,Bihar, BHOJPUR,Sugarcane,Whole Year ,542.0,2784.0,0.19468390804597702
14,Bihar, BUXAR,Bajra,Kharif     ,2912.0,4825.0,0.6035233160621761
15,Bihar, BUXAR,Jowar,Kharif     ,740.0,4825.0,0.1533678756476684
16,Bihar, DARBHANGA,Sugarcane,Whole Year ,2486.0,4227.0,0.5881239649869884
17,Bihar, DARBHANGA,Moong(Green Gram),Kharif     ,812.0,4227.0,0.19209841495150226
18,Bihar, GAYA,Arhar/Tur,Kharif     ,1702.0,6240.0,0.27275641025641023
19,Bihar, GAYA,Moong(Green Gram),Kharif     ,1270.0,6240.0,0.20352564102564102
20,Bihar, GOPALGANJ,Sugarcane,Whole Year ,24795.0,25723.0,0.963923337091319
21,Bihar, GOPALGANJ,Arhar/Tur,Kharif     ,486.0,25723.0,0.018893597169847995
22,Bihar, JAMUI,Horse-gram,Kharif     ,1201.0,2381.0,0.504409911801764
23,Bihar, JAMUI,Sugarcane,Whole Year ,610.0,2381.0,0.25619487610247793
24,Bihar, JEHANABAD,Arhar/Tur,Kharif     ,148.0,196.0,0.7551020408163265
25,Bihar, JEHANABAD,Sugarcane,Whole Year ,18.0,196.0,0.09183673469387756
