,State,District,Crop,Season,Area (Hectare),TotalDistrictArea,TopTwoCropAreaPercent
0,Bihar, ARARIA,Wheat,Rabi       ,59203.0,72947.0,0.8115892360206726
1,Bihar, ARARIA,Maize,Rabi       ,4985.0,72947.0,0.0683372859747488
2,Bihar, ARWAL,Wheat,Rabi       ,9417.0,16060.0,0.5863636363636363
3,Bihar, ARWAL,Masoor,Rabi       ,2755.0,16060.0,0.17154420921544208
4,Bihar, AURANGABAD,Wheat,Rabi       ,62504.0,108038.0,0.5785371813621133
5,Bihar, AURANGABAD,Masoor,Rabi       ,16277.0,108038.0,0.1506599529795072
6,Bihar, BANKA,Wheat,Rabi       ,27209.0,34739.0,0.783240738075362
7,Bihar, BANKA,Gram,Rabi       ,2667.0,34739.0,0.0767725035262961
8,Bihar, BEGUSARAI,Wheat,Rabi       ,56831.0,76726.0,0.7407006751296823
9,Bihar, BEGUSARAI,Maize,Rabi       ,16621.0,76726.0,0.2166280009384042
10,Bihar, BHAGALPUR,Wheat,Rabi       ,41716.0,64145.0,0.6503390755319978
11,Bihar, BHAGALPUR,Maize,Rabi       ,7784.0,64145.0,0.12135006625613844
12,Bihar, BHOJPUR,Wheat,Rabi       ,76961.0,102717.0,0.7492528013863333
13,Bihar, BHOJPUR,Masoor,Rabi       ,11757.0,102717.0,0.1144601185782295
14,Bihar, BUXAR,Wheat,Rabi       ,76182.0,89322.0,0.8528917847786659
15,Bihar, BUXAR,Masoor,Rabi       ,4462.0,89322.0,0.04995409865430689
16,Bihar, DARBHANGA,Wheat,Rabi       ,81686.0,94847.0,0.8612396807489957
17,Bihar, DARBHANGA,Maize,Rabi       ,8959.0,94847.0,0.09445738926903328
18,Bihar, GAYA,Wheat,Rabi       ,46676.0,58945.0,0.7918568156756298
19,Bihar, GAYA,Masoor,Rabi       ,4318.0,58945.0,0.0732547289846467
20,Bihar, GOPALGANJ,Wheat,Rabi       ,83878.0,117536.0,0.7136366730193302
21,Bihar, GOPALGANJ,Sugarcane,Whole Year ,26926.0,117536.0,0.22908725837190308
22,Bihar, JAMUI,Wheat,Rabi       ,6859.0,7736.0,0.8866339193381593
23,Bihar, JAMUI,Gram,Rabi       ,376.0,7736.0,0.04860392967942089
24,Bihar, JEHANABAD,Wheat,Rabi       ,33410.0,49708.0,0.6721252112336042
25,Bihar, JEHANABAD,Khesari,Rabi       ,6568.0,49708.0,0.1321316488291623
26,Bihar, KAIMUR BHABUA,Wheat,Rabi       ,68351.0,86044.0,0.7943726465529264
27,Bihar, KAIMUR BHABUA,Gram,Rabi       ,6378.0,86044.0,0.07412486634745014
28,Bihar, KATIHAR,Wheat,Rabi       ,35219.0,58449.0,0.6025594963130251
29,Bihar, KATIHAR,Maize,Rabi       ,19041.0,58449.0,0.32577118513575937
30,Bihar, KHAGARIA,Wheat,Rabi       ,32785.0,69107.0,0.474409249424805
31,Bihar, KHAGARIA,Maize,Rabi       ,32412.0,69107.0,0.469011822246661
32,Bihar, KISHANGANJ,Wheat,Rabi       ,20434.0,25643.0,0.7968646414226105
33,Bihar, KISHANGANJ,Linseed,Rabi       ,2422.0,25643.0,0.09445072729399837
34,Bihar, LAKHISARAI,Wheat,Rabi       ,27384.0,40287.0,0.6797229875642267
35,Bihar, LAKHISARAI,Masoor,Rabi       ,4911.0,40287.0,0.12190036488197185
36,Bihar, MADHEPURA,Wheat,Rabi       ,38874.0,65842.0,0.590413413930318
37,Bihar, MADHEPURA,Maize,Rabi       ,17627.0,65842.0,0.2677166550226299
38,Bihar, MADHUBANI,Wheat,Rabi       ,95278.0,106677.0,0.8931447266046102
39,Bihar, MADHUBANI,Masoor,Rabi       ,8274.0,106677.0,0.07756123625523777
40,Bihar, MUNGER,Wheat,Rabi       ,17462.0,20475.0,0.8528449328449328
41,Bihar, MUNGER,Gram,Rabi       ,993.0,20475.0,0.0484981684981685
42,Bihar, MUZAFFARPUR,Wheat,Rabi       ,102522.0,115472.0,0.8878516003879728
43,Bihar, MUZAFFARPUR,Maize,Rabi       ,9812.0,115472.0,0.08497298046279618
44,Bihar, NALANDA,Wheat,Rabi       ,82913.0,112997.0,0.7337628432613256
